n	S21	
n	U	
n	S25	
o	S1/ma	 -ь	 -і	 -я	 -ів	 -еві, -ю	 -ям	 -я	 -і, -ів	 -ем	 -ями	на/в -еві, -ю, -і	на/в -ях	 -ю	 -і	
o	S1/p		 -і		 -их		 -им		 -і		 -ими		на/в -их		 -і	
o	S1/m	 -й		 -ю		 -ю, -єві		 -й		 -єм		на/в -ї, -ю		 -ю		
o	S4/ip	 -ювати		 -юймо	 -юй	 -юйте	 -юватиму	 -юватимемо, -юватимем	 -юватимеш	 -юватимете	 -юватиме	 -юватимуть	 -юю	 -юємо, -юєм	 -юєш	 -юєте	 -ює	 -юють			 -ював	 -ювали	 -ювала	 -ювало			 -ьовано		
o	S28	 -ок	 -ки	 -ка	 -ків	 -кові, -ку	 -кам	 -ка	 -ків	 -ком	 -ками	при -кові, -ку	при -ках	 -ку, -ок	 -ки	
o	S1/ma	 -о	 -и	 -а	 -ів	 -ові, -у	 -ам	 -а	 -ів	 -ом	 -ами	на/в -ові, -у	на/в -ах	 -у	 -и	
o	S1/f	 -а	 -і	 -ої	 -их	 -ій	 -им	 -у	 -і	 -ою	 -ими	на/в -ій	на/в -их	 -а	 -і	
o	S1/ma	 -		 -а		 -ові, -у		 -а		 -ом		на/в -ові, -у		 -у		
o	S28	 -а	 -и	 -и	 -	 -і	 -ам	 -у	 -	 -ою	 -ами	при -і	при -ах	 -о, -а	 -и	
o	S1/m	 -	 -и	 -а	 -ів	 -ові, -у	 -ам	 -а	 -и, -ів	 -ом	 -ами	на/в -ові, -і	на/в -ах	 -е	 -и	
o	S1/fa	 -ка	 -ки	 -ки	 -ок	 -ці	 -кам	 -ку	 -ки, -ок	 -кою	 -ками	на/в -ці	на/в -ках	 -ко	 -ки	
o	S1/mfa	 -а	 -и	 -и	 -	 -і	 -ам	 -у	 -	 -ою	 -ами	на/в -і	на/в -ах	 -о	 -и	
o	S1/m	 -	 -и	 -а	 -ів	 -у	 -ам	 -	 -и	 -ом	 -ами	на/в -і	на/в -ах	 -е	 -и	
o	S1/m	 -х	 -хи	 -ху	 -хів	 -ху, -хові	 -хам	 -х	 -хи	 -хом	 -хами	на/в -сі, -ху	на/в -хах	 -ху	 -хи	
o	S1/m	 -г		 -га		 -гу, -гові		 -г		 -гом		на/в -зі, -гу		 -гу		
o	S1/m	 -г	 -ги	 -гу	 -гів	 -гу, -гові	 -гам	 -г	 -ги	 -гом	 -гами	на/в -зі, -гу	на/в -гах	 -гу	 -ги	
